"X","Y"
-2276466.59050593,108851.599519484
-1846567.60727796,15341.432345977
-1344703.95736914,1306803.42939909
-1602747.34237803,841523.536843524
-1801713.85265245,794043.163298795
-1300104.48135214,845331.483151293
-958975.564782001,1121495.96748891
-1258981.75274299,1181383.68365195
-1393655.92769729,900868.81595784
-940739.409273973,1283444.97066746
-1816256.29081145,115223.34211473
-2001954.17589193,-228039.456360274
-1289016.31072554,803249.865591291
-2505681.5735209,985513.998919838
-1712901.71251892,800433.462847253
-1507948.76582843,986725.634145192
-1506571.1566386,986858.98780267
-1543345.54180347,976956.389266616
-1675135.8729218,447690.134869694
-1632472.98264076,639201.709170825
-1295451.36438463,724995.107776
-1103597.25712605,1077098.30571153
-1456426.97420305,1202196.82447742
-1506274.62121078,986963.870328377
-1855568.31962904,830669.377130897
-2033885.07540464,-391323.921079895
-1200043.59580157,697469.672940927
-2084377.80180124,-386836.442895407
-1386793.49179651,710824.48622174
-1239493.59528676,838228.076344346
-1460571.61620147,1232374.2017401
-1845022.32760619,20606.0994760203
-1262666.53772133,672163.029083902
-1227367.51219171,718764.897869249
-1373811.13993284,759335.378035452
-1386793.49179651,710824.48622174
-1286865.51533826,742998.899649534
-1808372.11829219,775180.275353761
-2274906.01542828,42896.566806055
-1943486.64104984,136003.879091089
-2096553.36724142,-96916.8073379479
-878849.19119333,1424989.76291335
-1581925.1528404,698215.946177185
-1531979.84131905,927176.759064608
-1845693.50202877,813076.343487576
-821120.879007599,1467648.94290211
-2065091.91069888,-116341.1473924
-1926433.86779673,-376879.414107398
-1551460.34099031,910879.991183998
-2445620.87349021,-377137.360162065
-1578368.18123391,792357.841614879
-1421803.08678231,1147663.04054641
-1228373.39132204,683900.79792249
-1540767.37580007,629324.175227845
-1219066.59125935,686198.234411093
-1441438.76439485,723761.654198138
-1107198.52793251,1059313.24491462
-2049651.57089262,-95360.2207967672
-1271282.43433559,660389.022638958
-901163.345154417,778875.005923268
-2504677.85348526,983530.952123132
-2144397.44731346,-66942.8943599595
-1507452.52475564,987273.544262394
-1603178.19123647,816900.547764421
-1535119.76181591,1021103.97079271
-1790332.50819119,784083.543545207
-1227327.06006225,684428.84469645
-2028266.13117669,-195813.188344317
-2098409.71607888,-385135.455236786
-1770185.0157641,783777.664915145
-1249605.24948194,665105.356215027
-1220681.8618087,706295.333450558
-1540795.14419973,618286.142933642
-2117001.61350409,-23150.7722669381
-1845366.87295442,21403.2163601416
-2506261.43627953,984675.501608774
-1846567.60727796,15341.432345977
-1507474.23885985,987241.487554741
-1600191.91710445,808069.573310396
-1627074.13410015,824956.583724236
-1429636.68388823,1237079.55661241
-1604158.1551092,793141.765391176
-1379109.69715888,699047.740824355
-1495056.62406477,687099.830900245
-1264249.76688537,823963.630236536
-1597359.57301383,655783.361296228
-1386752.54373236,710854.29290525
-1224485.16789388,737476.230518855
-1570685.64060797,895712.822148584
-1558642.02836345,876666.767519399
-2263043.85985466,115814.907812068
-1903843.15795196,228635.231302789
-1507985.3094872,986509.363589649
-1666412.79282886,846160.317202683
-1527163.75497853,945765.018876266
-1322802.56899022,729015.187057983
-1239493.59528676,838228.076344346
-1240830.32530191,839630.701538528
-1238306.81193035,638920.650388455
-2507301.03949336,985489.789854938
-958975.564782001,1121495.96748891
-1036965.8464172,1175725.81694634
-1245148.7047778,724831.279511991
-1315259.08796288,788319.361263132
-1850110.45755142,24379.6893830754
-1875138.16789869,-328008.792653097
-2159669.47372239,-116145.256071134
-2158166.25997643,-329546.091830256
-2472458.70202562,1005441.82573667
-2507053.33657817,985247.621166627
-2049505.69211878,7695.12362662967
-1543786.27654861,1083258.3119338
-1537943.79960583,1074942.7168105
-1947242.08682593,136909.939951361
-1427871.42648708,823851.573128444
-1540795.14419973,618286.142933642
-1451003.79585221,771217.513451292
-1771061.38120927,782999.505581206
-1801697.09604716,794548.681572498
-1426085.66781675,1247197.44573313
-1431174.3025307,1233258.31130131
-1584320.50813008,765188.111922858
-1675096.9744006,447653.490782953
-1242136.77014672,647571.865488908
-1539809.64261716,737002.07634564
-1605508.7633192,648947.304758413
-823644.83051166,1475445.51412517
-1540795.14419973,618286.142933642
-1318918.37414561,1250843.55990225
-1209316.43064254,675759.187863104
-1224711.41980464,666294.670731222
-1871013.44224964,830629.97043783
-1105465.49930353,1026167.38830395
-1506514.1190259,987181.484833852
-1556624.24428682,876569.807467038
-1428217.47895231,825170.210768413
-1233955.02004254,675276.320418691
-1271282.43433559,660389.022638958
-1264604.0767482,686826.529993015
-1817442.04653686,221899.733323789
-2100714.83471207,-386199.591711295
-2095713.54403852,-382860.381499379
-1076708.96145745,-120210.636825292
-1580014.04834961,897661.8827523
-1603114.21369104,816996.143495984
-1660159.37254205,839408.61587525
-1226492.74270837,1428805.35010589
-1740759.90851082,57415.9844741711
-1556624.24428682,876569.807467038
-1750807.04516951,799504.88141662
-1426153.28292745,1248493.95170749
-1274807.35630313,1348042.61364523
-1386752.54373236,710854.29290525
-1675078.04154639,447664.431156078
-1536784.6557725,734339.530194764
-1480221.49573765,867503.238969275
-1386793.49179651,710824.48622174
-1292884.56924692,739015.636580769
-1817579.24216964,222563.697009109
-1569537.197184,919390.129421282
-1456076.85034467,1249286.7830172
-1308803.43354771,743664.215798597
-1612212.90579354,648751.306128728
-2096553.36724142,-96916.8073379479
-2170265.47614796,-362969.822336612
-1221761.13833681,836653.976916598
-1552430.03564656,853554.641019503
-1292598.00959038,734147.578725726
-1844903.32508603,811870.706538182
-1743493.50593952,786020.084154746
-1406837.61488444,1232816.53781196
-1245217.43701181,724692.270174935
-894063.336119297,1405771.77933261
-1288805.41696283,729065.632773306
-1506373.66865275,986905.195200981
-1797669.43803677,785800.454449701
-1287788.27669981,725690.1747196
-1370144.21196816,712424.940250677
-1370283.84154492,712386.784307715
-1271282.43433559,660389.022638958
-1851342.53034309,-2052.32761959869
-1849821.62937803,-94201.2128139728
-1386752.54373236,710854.29290525
-1853131.39376319,861074.502669602
-2409424.86301186,-318909.311190142
-1535596.53511591,1020691.68209007
-1245068.80907565,726478.102301855
-2087331.43558011,-234190.373605479
-1361729.58738823,629510.45010933
-1323200.29811205,733518.619129181
-972104.857625054,1133774.84821853
-1213540.08452199,670911.728830701
-1507985.3094872,986509.363589649
-1678581.85742373,822250.566319992
-1686267.9565255,11757.9190457002
-2138802.54992052,-30943.811082925
-1271282.43433559,660389.022638958
-1289531.07104138,731083.578202001
-1454352.21060594,771447.014702365
-1218156.66715047,679108.280914255
-1507455.44748258,987259.331507421
-906475.852601842,479324.295718554
-1871042.41671039,806602.977436573
-1495056.62406477,687099.830900245
-1382776.90619592,832433.76172796
-1220362.22335615,706819.196645966
-2150169.97378934,-303433.933879735
-1220376.0878125,706770.652018249
-824741.272841779,1320616.29857416
-1545899.28049784,690012.840903015
-1940955.22036451,139419.062148393
-2440741.6517821,979497.289220449
-1425663.84605102,1249145.41017141
-1556624.24428682,876569.807467038
-1963848.2835726,-78449.1422008425
-1271282.43433559,660389.022638958
-1542273.94635343,761081.416730076
-1562376.99061075,875452.606461046
-1203814.05427942,704004.863236439
-1225603.59555504,679169.079974451
-2098409.71607888,-385135.455236786
-1683557.08166751,196009.713647495
-2045210.71900378,41971.8029192011
-1747654.08848256,791094.875118617
-1620266.28864502,889031.386811812
-1222969.42846879,696327.873670894
-1100293.42803598,1071754.22531187
-1018100.46299604,1185125.22901723
-1080312.88132315,1083432.09428131
-1294080.45495415,732692.743489071
-1723506.63206234,-65578.5920318364
-1579716.11656103,802092.417001746
-1264884.6956241,646333.833568496
-955483.185769099,1118615.70725007
-1905051.4625945,-350426.054330946
-1847128.50532284,15909.9267457698
-1506277.17647682,986951.588648399
-1566250.5639681,875571.22437459
-1797641.77137182,772361.284013024
-1527141.39772537,1030016.42187099
-971201.58991183,1132605.81023706
-1220680.17669762,706256.673917981
-1674376.33698126,189596.092097697
-1103994.02147538,1024784.46888908
-1230773.64146731,648218.40434852
-1268630.89576794,698495.196962391
-2505470.05530252,984102.66860867
-1851673.92079059,11260.7701429929
-1848166.41297125,561075.390514067
-1533069.90930512,860538.977061882
-820903.74630394,1301795.48088669
-1666412.79282886,846160.317202683
-1283069.51317038,793713.778870646
-1796179.20529122,148100.813043583
-1239115.32891332,836417.469991289
-1506296.71523919,986912.743761973
-1506373.66865275,986905.195200981
-1449481.44097145,1228848.2745474
-1271282.43433559,660389.022638958
-1599773.79024356,653892.957500445
-1623757.47324628,638516.030279892
-1383916.82700171,729173.0064933
-1607918.59697987,882491.812675407
-1666020.79645342,854235.840022488
-1406814.35817204,1232842.6162441
-1063295.23833364,1278241.15158471
-1506509.00720232,952642.874819909
-1728554.46188045,803854.619973328
-1262390.634075,716036.01024946
-1604021.83531186,649710.685095053
-949865.417548072,1123492.14824378
-1527919.63429297,925031.104672702
-1743488.38283422,786016.42503952
-1727861.84327991,148296.315317024
-2156392.49092537,-88219.6594098102
-1386752.54373236,710854.29290525
-1336914.11750495,813486.753405468
-950035.384895378,1123689.54858915
-1219468.28465347,686297.920092269
-1845110.68557663,861606.037528346
-1156912.18497826,1334981.45008307
-1291277.90992655,770606.49404861
-1662094.16889668,847216.453306622
-1578368.18123391,792357.841614879
-1810916.26057731,774279.514127179
-1225798.76979898,665040.96094831
-1203205.8610992,667576.921366763
-1271282.43433559,660389.022638958
-1123860.77850787,1055657.97666123
-1725430.23364253,849938.398290936
-1406876.8831579,1232753.97018306
-940739.883610979,1118059.28885475
-1339463.16204078,1193369.61559539
-1292876.68202127,854706.332942286
-2269655.81342036,123584.499456624
-1657488.14359634,843528.043616509
-2159669.47372239,-116145.256071134
-1203814.05427942,704004.863236439
-1293008.01322685,750212.053163145
-939336.133909645,1276730.26678769
-1433608.367294,735726.453361197
-1090754.98588593,1052471.73527733
-1570743.90143536,895774.006028736
-958678.511623234,1121278.04924301
-1110693.04492139,1340989.35985997
-1547333.12730876,969280.764126799
-1220058.08787672,674302.29662588
-1391970.91973887,749484.991186098
-949882.702170453,1123675.15845702
-2260855.11655406,138683.100522692
-1435821.10631426,1149205.81406348
-1429686.82617734,-626765.205979845
-1926433.86779673,-376879.414107398
-1935026.64055715,133123.761062791
-2098409.71607888,-385135.455236786
-1209623.71543664,656920.15473233
-1245176.08843628,724555.147915474
-949826.611817695,1123072.14346064
-2118814.26963022,-361029.499216331
-1128087.83753994,1012585.59942938
-1539289.4398773,736122.453860978
-1386793.49179651,710824.48622174
-1225440.13317049,692871.68545986
-1537262.41963715,735440.52250224
-1225389.68378441,693404.152696859
-1576178.80626609,778767.577619305
-1758438.54497387,785045.91677995
-940401.798249416,1119921.80731559
-1238013.01500279,688192.152362059
-892113.282352142,1403732.73177069
-1564171.22364918,992456.210905868
-2151601.48864877,-103654.963846816
-949879.720540495,1123321.50135402
-1111904.12228522,1408503.04062561
-1213966.50637112,665106.738668698
-1214112.66180341,661349.425985422
-1670055.84858888,828658.249218857
-1612212.90579354,648751.306128728
-1342775.37308109,654245.006304205
-1402160.7457912,-631681.226231341
-1075464.28323197,1070614.75740918
-1874407.58325398,866644.935381504
-1558652.371598,876257.891928184
-949876.829103145,1122998.25119485
-1516572.84861473,1094634.93552724
-1506703.80966592,953210.006308237
-1231990.62443085,732671.927118589
-1674750.29676081,447904.280523686
-1564387.47288222,610513.976616544
-2479934.45071885,957550.520116987
-1230157.84847292,711570.658349177
-1271849.42397846,669845.015263191
-1521359.78190898,817823.822516821
-945160.964998478,1123372.58479603
-959205.548236224,1121219.3320221
-1570679.58396271,895677.76559883
-1262549.03859552,639607.766413281
-1537977.78208412,735158.160702489
-1220394.47544408,706711.947110838
-1225798.76979898,665040.96094831
-1296539.69198806,674206.802382322
-1271282.43433559,660389.022638958
-1617403.14637942,645633.32210223
-1570788.00336646,879121.299590321
-2231749.21903377,-260095.39743447
-1773442.88070597,900369.077887086
-1120866.4350313,1023400.67698756
-1441438.76439485,723761.654198138
-1872156.3752432,207482.947668346
-1965873.43722881,-371920.965509696
-1293013.15448148,750151.452421337
-1580273.9821241,823410.242487396
-1628401.35329738,862973.8134268
-1564006.83609695,863879.425733699
-1607724.36892047,880342.359068662
-1571570.71498363,795993.243729474
-1850988.27249523,165404.695786595
-1454889.03181181,877507.778931823
-1473945.84471826,676996.966891871
-801935.343963284,1351860.03616622
-1434636.73753622,1245517.78237089
-1540795.14419973,618286.142933642
-1305007.73399923,636224.670046619
-1550272.72445871,963983.888524459
-1628461.86293022,863001.895485747
-793670.647697512,1372535.49062555
-2463098.87564561,982583.812506147
-1794614.16326673,823807.982452171
-1570699.88889971,895744.354087497
-2008638.1910511,-395761.546166366
-767845.010582395,1308237.48871181
-1427871.42648708,823851.573128444
-1311782.45219491,771700.724855597
-1713060.67926054,-67800.672611623
-1568668.96649243,932769.201395274
-2084244.69613517,-104859.138682177
-1173820.64002887,714043.112313701
-1562376.99061075,875452.606461046
-1334310.67639685,674305.809787375
-1268122.13692947,694882.905111354
-1874098.13437436,866697.895653058
-1558356.35471965,876706.586315761
-1866836.83333539,599228.184038843
-1429766.84574888,852608.657419989
-1558745.50736129,877675.683603671
-1217536.74553465,656906.0338231
-1176361.6337285,1193851.68401721
-1364714.66301982,1133727.01887289
-1874098.13437436,866697.895653058
-1902305.8059604,216988.872981355
-1810386.89377832,773748.921751836
-1445874.65475853,1280327.82447687
-1290440.89389344,678747.565696798
-2158942.04347299,-98618.9659290155
-2460181.02825772,978213.122008209
-2100538.63525934,-234395.341400076
-1239181.65537608,676642.113867287
-1466387.7197047,600659.304233058
-2116403.08155571,-218648.793796026
-1814155.45927887,219928.464250637
-1766193.81560732,817808.661933285
-1186589.19479112,696613.439612162
-1810916.26057731,774279.514127179
-2260855.11655406,138683.100522692
-837568.760459595,1304245.25977364
-1428257.37552512,824722.635426582
-1848673.13187059,798251.935223319
-1874098.13437436,866697.895653058
-1299686.75680146,859760.76485515
-1620442.01643948,883172.700067226
-2121544.3799273,-19148.1764528029
-1233037.69643516,681016.508381883
-1628401.35329738,862973.8134268
-1080834.49679765,1045166.8968562
-1558612.13280208,876552.092348308
-1577971.9959597,792368.906325808
-1847769.59677779,829830.389055411
-2268910.48848376,81639.2784386123
-1950940.18441706,-72992.1017097121
-1224396.42571955,667274.806774174
-1537331.82027589,1146440.53878827
-1398219.97207041,700463.89576274
-1537331.82027589,1146440.53878827
-1218042.59487009,674623.915450252
-2269847.58834778,80598.883830641
-1305007.73399923,636224.670046619
-1628447.2296815,863003.434676721
-794473.576767177,1348684.26481926
-1191849.87264908,692781.025187463
-1558602.83877354,876826.302905529
-2463451.27006016,980701.343479711
-959205.548236224,1121219.3320221
-944962.324346238,1122320.01878302
-1576916.82738375,651150.245574293
-1628423.32812652,862982.452304498
-1379954.6791875,726834.549222731
-1902559.0685534,218250.587294771
-1060716.18312671,1280401.7867762
-1182714.17792139,1146198.62263807
-1567515.87455325,870302.023923576
-1304772.88046124,756773.847238991
-2268910.48848376,81639.2784386123
-1580183.47506579,792546.287514489
-1615583.21127038,647164.702295364
-1348985.36068644,791207.096975894
-1874098.13437436,866697.895653058
-1874098.13437436,866697.895653058
-1527156.39094615,1068699.82813695
-2113335.63312226,-224757.932120846
-1239115.32891332,836417.469991289
-1755966.79283083,134928.43035239
-1562376.99061075,875452.606461046
-1736816.79172435,40858.3214622796
-1243195.88752856,667734.92846655
-1353669.06342399,636195.290607192
-2066823.14848359,-216212.099688814
-1963848.2835726,-78449.1422008425
-797238.324211175,1309114.89007621
-1745429.21951213,34199.7554202134
-1871252.35073746,805893.036792042
-1882981.3439937,-315550.041557001
-937808.521157964,1125739.38157593
-1951219.36176455,-73205.3754139391
-1628423.32812652,862982.452304498
-801472.347606615,1356179.68905402
-1210438.56023777,1033610.03317563
-1339707.08751866,1193268.09935613
-2022041.35953651,-113884.027906408
-1649720.41207507,828978.233662953
-1663823.61430839,171602.298335359
-1399129.006484,670828.84421785
-2139225.81449262,-106591.355101414
-1769286.15264599,791123.734401462
-1371463.42353695,724417.124522315
-1628456.62824898,862975.562217781
-1540795.14419973,618286.142933642
-2460607.39609162,976824.704213671
-1600191.91710445,808069.573310396
-909051.271279017,1153295.20820604
-1797371.54633749,776544.826760971
-2058700.96200723,-113903.986306604
-1214560.36473001,678382.63064292
-1514266.00880438,948773.528021536
-1601750.77510364,633382.700647107
-1339402.54773301,1194760.9383735
-1578368.18123391,792357.841614879
-949807.301564648,1123035.52443921
-1537977.78208412,735158.160702489
-1940955.22036451,139419.062148393
-1434018.04694517,1244003.32884056
-1596520.98005861,842481.511764145
-949810.917067895,1123675.32339416
-1399605.90256111,670450.390411858
-950144.900651933,1124027.15695156
-908925.829623871,1153163.77788629
-1571768.18542814,881997.26516222
-950165.663722315,1124056.30243284
-2604022.52680428,1014247.88215921
-1673082.43557936,1011621.81110324
-2065598.99144572,-39605.235963489
-1575852.80666816,652412.712746023
-949816.908547653,1123462.03668434
-1275177.90450058,641039.194049695
-2153172.84389998,-48652.9088442982
-951330.872535849,1124301.34683057
-1630679.96187791,645228.246526079
-1433354.63538393,1230764.14043244
-1219146.62187705,686207.647697376
-951317.598696818,1124073.63772744
-1216757.58169037,807955.464027963
-2446202.03509205,974019.31100027
-1392801.71174667,1240671.88477872
-938855.868448731,1125136.78612306
-2019027.72321597,-195902.443192946
-2543033.93103328,304713.472429646
-1558239.27504005,877126.960800057
-1197083.11831013,669194.81320532
-1240368.80771658,838697.879344975
-2058700.96200723,-113903.986306604
-2035809.54469911,-421253.617570272
-949833.806700327,1122984.44805653
-1364378.13939734,631743.187501624
-951326.437359389,1124293.61486966
-1290938.55062166,815646.195220097
-1396559.90433432,677869.1606321
-1902381.98198669,217187.491820693
-1221236.35649276,683138.233452672
-1310535.55004743,699107.390233844
-1558465.86461333,877417.566236047
-1241202.94824147,840379.723370549
-2065091.91069888,-116341.1473924
-1066091.31908312,1068174.22700389
-1349383.50964221,646168.219682603
-1963848.2835726,-78449.1422008425
-1308127.42263322,1136110.65284633
-1234925.65809553,690841.629167836
-2158163.07061857,-95147.1535886208
-1652518.11348507,894155.548056698
-1616117.55820582,692833.037785648
-2543131.60148152,303083.288926155
-1471870.76505779,1180186.1139308
-1703180.33540491,98635.5806135995
-1465439.43184277,759193.100065902
-939483.176359515,1123737.39941437
-1715039.90208376,-465588.078170917
-2156392.49092537,-88219.6594098102
-2271534.37222152,61035.0706813919
-2263331.80093794,83006.6973069479
-804219.775217693,1367335.74715438
-1262666.53772133,672163.029083902
-1227123.8267223,661411.240482818
-1760260.87509887,870636.866791632
-1673629.3253285,1011567.74108752
-1383973.49586297,1137311.47497696
-2218002.37709452,-264042.379209676
-1264158.85642496,636530.041122165
-1350860.07254926,634949.468858456
-2271580.18691324,61226.6513346086
-2260159.45602101,138496.32916167
-807495.580429255,1297817.09456499
-1579787.51134811,792536.856524959
-1216697.52416736,734438.620441953
-1725361.55017858,89013.4538899261
-2271855.47897395,61316.1935060489
-2153636.49481308,-347136.057310557
-1220332.17009292,836153.560895879
-2019027.72321597,-195902.443192946
-1571015.15063075,879629.172959279
-1801856.47395903,793984.835730414
-1246557.42364807,660507.450379459
-1264760.73198182,667727.067375514
-1239482.60447874,683046.08937669
-1383521.38709876,729669.492351611
-1386796.45996952,1033040.25695687
-928449.371502251,1101893.34496683
-1624425.17816094,860867.301543823
-2256372.60894907,91565.6483195316
-938911.175738175,1125132.92385489
-2158248.81301763,-359284.647477983
-2274906.01542828,42896.566806055
-1220162.71592206,674438.080488978
-1535596.53511591,1020691.68209007
-1046685.79307634,1089925.81351197
-1355034.04099341,1211112.438389
-1223610.67401707,704734.02957344
-1797336.11086345,776645.208042871
-1851185.67929278,-96603.8171650349
-1361014.20586734,1135197.48870437
-814062.100150214,1289135.26913585
-1810386.89377832,773748.921751836
-1951219.36176455,-73205.3754139391
-1224811.12742594,668706.07317837
-1268122.13692947,694882.905111354
-1271282.43433559,660389.022638958
-1579787.51134811,792536.856524959
-1518402.53276553,1242086.36427193
-1222910.96390246,721515.447392486
-886577.20463168,1203707.14114011
-1061088.19069824,1057219.0084383
-1220753.73175095,682946.383693272
-2047024.66411267,-123394.149358577
-1222935.08750897,1154576.59342101
-1623137.67791506,637517.998889173
-1254524.81485976,702437.461385864
-1469123.94863694,823767.005723984
-1511625.34018056,911099.383507199
-792519.313815702,1366793.31366558
-1880572.68758424,217732.405601558
-2276398.36087796,100186.665018222
-2272005.44216694,61401.901824476
-1981199.99362593,-249305.041425679
-1339707.08751866,1193268.09935613
-1849710.45598808,-93867.3284397655
-2039444.1453455,-120663.222923035
-1849768.33840512,-94101.6838729286
-1230851.40849643,697739.457646805
-1979264.81092159,-268978.254681144
-1214402.54380926,666852.744218714
-1228235.45861896,695734.531215115
-1848166.41297125,561075.390514067
-2207455.79991325,-354333.059585118
-1245924.78365121,1161115.11266919
-1804097.05692941,781520.624446675
-1574124.11090357,795790.472398926
-1540795.14419973,618286.142933642
-1979426.82221994,-268872.518579145
-1240051.93600835,679298.637469611
-1221142.37694214,682230.468661864
-2182609.29402374,-79614.8204134648
-2001750.87238307,-230734.320364493
-1248490.30793809,1161520.37617346
-800261.392688649,1372706.78656063
-1979264.81092159,-268978.254681144
-2461720.5221326,1103532.53951518
-1019438.12026607,1159428.53636289
-1658964.89915212,1010782.4058073
-816935.695442453,1369555.26311962
-1220753.73175095,682946.383693272
-1626106.37382747,693705.762931494
-2076168.56641,-48283.9198213134
-1208466.49987859,705688.604962532
-1248414.53519864,669442.353550514
-1291977.23697234,735635.271145818
-904487.210861054,1156891.69576919
-1518402.53276553,1242086.36427193
-1585853.25557736,634735.119669079
-2144795.68058264,-57745.8299263475
-1202025.07347984,732763.899803926
-1578368.18123391,792357.841614879
-2092074.39121104,-94792.7368323832
-1225386.47655411,694054.59751239
-902175.872077429,1158443.79964012
-806785.434588782,1370787.55047655
-1383782.35651012,729378.550570969
-2058700.96200723,-113903.986306604
-1849769.09401455,-94139.6036923323
-1220667.52797648,682959.775163326
-1979424.55447258,-268867.767858211
-836227.251435524,1394043.18123744
-2001750.87238307,-230734.320364493
-1511219.98632271,915916.457323042
-1235297.60381567,682198.773668828
-804613.075334169,1365748.56729232
-1864073.97007367,187229.206413748
-1215575.39678253,662708.483684932
-1535629.79874369,1020890.32145699
-1493857.84230891,590464.535408564
-1231638.48792266,775081.65181662
-2185491.36374862,-298648.149928479
-2276466.59050593,108851.599519484
-1307837.99055033,756857.354093311
-2168887.89007283,-372207.518843689
-1782761.09917015,-113191.743173938
-1851014.5394984,-96987.2028077407
-1577971.9959597,792368.906325808
-1942965.26402222,127586.448940216
-2460215.90931704,960209.975336783
-1661898.28441589,816173.174601171
-1598721.74785953,672895.060849299
-2166892.87541835,-370783.351444699
-2149787.97733095,-80968.4998031655
-2080460.85576785,-26802.427271267
-1216933.52647657,692679.076143234
-792862.239925685,1330847.44255383
-1577763.29468493,650815.692879078
-2472300.88789532,1005094.44502597
-2148874.05809142,-58804.0423545348
-1225033.30337727,686392.777471212
-2156321.94373651,-317800.640369824
-1866209.50511377,187144.673111563
-2481281.04004153,964114.119695891
-2106278.24839756,-227449.274089517
-1942572.22020547,130625.201383113
-1488314.04031646,636341.283636191
-1605669.19149629,668127.74214622
-1571461.7945919,686578.640731447
-1943167.87908447,118785.220991338
-1856225.51078121,282.748145970498
-2276466.59050593,108851.599519484
-1511595.03823094,916581.126179525
-2022041.35953651,-113884.027906408
-2058700.96200723,-113903.986306604
-2134113.04154188,-55041.7431625614
-2149782.79739135,-79652.4645444217
-2069664.16669511,-126909.629369781
-1224610.7745542,686232.586993622
-1220284.11403215,683067.337788574
-957765.416394016,1120800.42522278
-1942965.26402222,127586.448940216
-2106054.94427019,-231906.073415096
-1753070.27645616,79816.5208261245
-804067.482335431,1362266.29321455
-2158985.68462163,-96242.5791340341
-1851463.67442087,-91621.0150559913
-2149782.79739135,-79652.4645444217
-799951.525131146,1339889.30478861
-1893342.01076056,-37119.7709391285
-1823123.78215221,200847.43276592
-2066823.14848359,-216212.099688814
-1347273.19244806,635541.735860515
-1265279.20276792,640594.934416464
-2091239.65587113,-117697.549752963
-1692635.3226187,-32260.6549593291
-1404625.53410927,-344243.186419887
-1530526.92969606,959327.527323722
-1580242.172611,792566.780101269
-1127481.78604035,1011951.05585377
-2100802.68503393,-108741.179451506
-1366515.28851081,721225.721363115
-2237977.97350379,128352.904521125
-2123653.65081087,-242365.559889732
-2236134.11195846,-320337.268313711
-1603920.43263472,667084.65886865
-1224700.32246307,686299.295764306
-1609117.62351832,638545.82620079
-2211609.33148501,-341782.253293136
-1503823.44221274,562329.606239231
-1995582.85272292,-255134.134099629
-2460600.93201341,981564.476929911
-2512094.43413426,957398.802973688
-2300141.95406164,47585.6842150587
-2059628.01831802,-112272.522980276
-1568489.00449318,880383.49349035
-2086330.27725642,-216235.381074948
-2228522.00386137,-91271.9358371536
-2212821.23114704,-44507.5990221134
-2140861.48285324,-64080.832752803
-2091528.89778528,-100786.290163985
-2106278.24839756,-227449.274089517
-1811117.83675556,774253.571788757
-2150180.31957512,-49751.8678877374
-1849761.65442375,-93407.0912471956
-1902401.75769562,216663.298467206
-1219195.27788307,659548.455200677
-2183861.03890663,-85299.0899976202
-2270696.06397227,80995.1404299131
-1143964.89752867,1015382.92436968
-1588775.4991239,697104.467491518
-2171850.05253542,-118966.574295098
-1701060.10605633,-5877.49781847362
-1456434.35531622,680264.297932138
-1277509.80663911,724343.66707392
-1864066.37795218,187209.51668666
-2183861.03890663,-85299.0899976202
-1249692.52629577,667717.253312032
-1882884.74925745,212052.033090755
-2099319.76220025,-94494.1501110803
-1811380.31551959,774240.215495856
-1847832.42519297,830139.044897859
-1849569.82654393,-93591.2301731954
-2152100.07009826,-49377.9328324427
-2315635.06011958,25294.4425514388
-1861726.32013926,185680.025003772
-2173532.00221669,-62283.2124990025
-2145263.47426471,-50329.1259412262
-1943167.87908447,118785.220991338
-2153918.63177025,-324071.809391006
-1582693.14408423,792946.21507999
-2271230.39223705,101313.713320109
-2238234.30937552,128358.55564182
-1574170.19851976,704290.804804637
-2213886.56714812,-55071.886524795
-1426508.97355826,1252789.23769653
-2128232.96544601,-223312.173288269
-1852427.14088562,-3175.99084614524
-2238219.90894286,-55389.2785138419
-1615464.7648937,886097.453629607
-1790611.5377566,784014.626060165
-2106278.24839756,-227449.274089517
-1604341.29828246,792972.002431903
-1823123.78215221,200847.43276592
-1832916.29445954,875745.503313059
-1810386.89377832,773748.921751836
-1735588.48492527,46502.8280770939
-2102407.18945089,-95198.4006861492
-1491679.03911364,590675.481966015
-1330482.06043411,670535.822343345
-1820895.41295912,882454.69706432
-1852427.14088562,-3175.99084614524
-1228201.62439423,683836.787018963
-1816682.15130818,43690.241188159
-1569740.4274452,705548.443571619
-1438389.91209787,823788.904025258
-1852427.14088562,-3175.99084614524
-1871026.03000944,-37023.4287055961
-1577971.9959597,792368.906325808
-1569460.46261252,862143.55144969
-2043775.17038622,-79571.6856758511
-2265224.80713327,85461.6207579883
-1719808.78500127,173841.370368543
-2211310.0250818,-341571.028484254
-1258816.91575295,-481367.547879996
-1810916.26057731,774279.514127179
-1736460.86921272,40707.7155473833
-2260156.73316004,85384.4741418475
-2030426.24705362,-132599.182792925
-1518402.53276553,1242086.36427193
-2127347.92485595,-39366.0620884235
-1849736.76746882,-93953.4627978113
-2053814.74147253,-111907.78871093
-1370392.90241487,606213.078166762
-2472335.96285316,991899.854267797
-2148419.35854045,-58859.1491098308
-2106278.24839756,-227449.274089517
-1375564.33310588,753318.610247282
-1893319.83949736,-37107.4065207213
-1604332.58831018,792987.411240126
-2139714.18937106,-63732.4549462874
-1658972.33358234,1010755.02616124
-2028266.13117669,-195813.188344317
-1866062.54398415,187794.420554398
-2183861.03890663,-85299.0899976202
-2057099.94608964,-110450.461943397
