"X","Y"
-1894364.38369149,-37182.4121921585
-2260691.93078049,94330.0159775233
-2237977.97350379,128352.904521125
-1223757.67402788,696228.100948136
-1841793.93068093,863767.698366077
-1903922.14846037,102643.332787146
-2149787.97733095,-80968.4998031655
-1569887.65404806,697696.084053704
-1813446.91007396,774240.906526009
-1577971.9959597,792368.906325808
-1219561.91039766,808281.27971978
-1219560.28115466,733442.697539466
